# nproc time
# n = 50
 1    0.12466000043787062E-003
 2    0.82946000475203618E-004
 3    0.68321000071591698E-004
 4    0.54160999752639327E-004
# at this point hyperthreading --use-hwthread-cpus
 5    0.12263099961273838E-003
 6    0.85337999735202175E-004
 7    0.67365300037636189E-003
 8    0.25643800017860485E-003
