# nproc time
 1    0.12057918000209611E-001
 2    0.88187399996968452E-002
 3    0.43568450000748271E-002
 4    0.33139450006274274E-002
# at this point hyperthreading --use-hwthread-cpus
 5    0.27527340007509338E-002
 6    0.22398380006052321E-002
 7    0.21118509994266788E-002
 8    0.33971310003835242E-002
