# nproc time
 1    0.21003999790991656E-004
 2    0.14075400031288154E-003
 3    0.25907999770424794E-004
 4    0.82600000496313442E-004
# at this point hyperthreading --use-hwthread-cpus
 5    0.54719999752705917E-004
 6    0.23773000066285022E-004
 7    0.12959800005774014E-003
 8    0.11666600039461628E-003
